	PPN	Bibliographische Gattung und Status	Sprache	Erscheinungsjahr	Erscheinungsort	Erscheinungsort GND	Titel	Verfasservorname	Verfassername	GND Verfasser	1. Weitere Verfasser Vorname	1. Weitere Verfasser Nachname	1. Weitere Verfasser GND	2. Weitere Verfasser Vorname	2. Weitere Verfasser Nachname	2. Weitere Verfasser GND	1. Weitere Person Vorname	1. Weitere Person Nachname	1. Weitere Person GND	2. Weitere Person Vorname	2. Weitere Person Nachname	2. Weitere Person GND	1. Sonstige Person Vorname	1. Sonstige Person Nachname	1. Sonstige Person GND	2. Sonstige Person Vorname	2. Sonstige Person Nachname	2. Sonstige Person GND
1385	237682257	Aar	fre	1623	Paris		La covr de Rome la saincte ; ov traicté des ceremonies & coustumes qui s'obseruent dans la ville de Rome, és actions celebres, & publiques, comme és élections, consecrations, & funerailles des SS. peres les papes, des RR. cardinaux, & euesques ...	Claude	Vaure	gnd/1055719792																		
1386	237856263	Aar	fre	1668	Paris		Les portraits des hommes illvstres françois, qui sont peints dans la galerie du palais Cardinal de Richelieu ; auec leurs principales actions, armes & deuises ... ; ensemble les abregez historiques de leurs vies	Marc	Vulson	gnd/128873620																		
1387	237987368	Acu	fre	1856	Paris		Œuvres complètes	Jean-Jacques	Rousseau	gnd/118603426																		
1388	237995999	Acr	fre	1742	La Haye		Dissertations sur l'union de la religion, de la morale, et de la politique	William	Warburton	gnd/118629166							Etienne	Silhouette	gnd/117385301									
1389	238505944	Aaus	fre	1767	Paris	gnd/4044660-8	Voyage Autour Du Monde, Fait En 1764 & 1765, Sur le Vaisseau de Guerre Anglois Le Dauphin, commandé par le Chef-d'Escadre Byron ; Dans Lequel On Trouve Une Description exacte du Détroit de Magellan, [et] des Géans appellés Patagons, ainsi que de sept Isles nouvellement découvertes dans la Mer du Sud	John	Byron	gnd/128924861							Jean-Baptiste Antoine	Suard	gnd/100595189				Jean-Baptiste	Tilliard	gnd/1042513325			
1390	238813665	Aau	fre	1666	Paris		Poesies De Madame La Comtesse De La Svze	Henriette de Coligny	La Suze	gnd/100182038																		
1391	238833224	Acus	fre	1737	A Paris	gnd/4044660-8	Avantures De Don Ramire De Roxas, Et De Dona Leonor De Mendoce	Le Givre de Richebourg		gnd/100794874							André	Cailleau	gnd/1037567196									
1392	239616952	Aav	fre	1776	A Berlin		Sur Le Patriotisme Considéré Comme Objet D'Education Dans Les États Monarchiques ; Discours de Réception prononcé dans l'Academie Royale desSciences & Belles-Lettres	Karl Abraham	Zedlitz	gnd/118808354																		
1393	240180747	Acr	fre	1724	La Haye		Mémoires pour servir à l'histoire du XVIII siècle ; contenant les négociations, traitez, résolutions, et autres documens authentiques concernant les affaires d'état, liéz par une narration historique ... particulièrement de ce qui s'est passé à la Haïe, qui a toûjours été comme le centre de ces négociations	Guillaume	Lamberty	gnd/1157538665																		
1394	241856256	Aaus	fre	1701	Amsterdam		Saint-Evremoniana. Ou Receuil De diverses Piéces Curieuses. Avec des pensées judicieuses, de beaux traits d'Histoire, & des Remarques trés utiles	Charles de Marguetel de Saint-Denis	Saint-Évremond	gnd/118794116							...	Bontemps	leer									
1395	241955335	Acu	fre	1740	La Haye		Histoire De L'Origine Et Des Prémiers Progrès De L'Imprimerie	Prosper	Marchand	gnd/119143240																		
1396	242028802	Acr	fre	1718	Amsterdam		Memoires de Mr. Joly Conseiller au Parlement, contenant l'histoire de la regence d'Anne d'Autriche et des premieres années de la majorité de Louis XIV. jusqu'en 1666 ...																					
1397	243261837	Acu	fre	1749	Amsterdam		Le Droit Public Germanique ; Où l'on voit l'Etat présent de L'Empire, Ses principales Loix et Constitutions, l'origine et l'agrandissement des plus considérables Maisons D'Allemagne ; Avec une Dissertation sur la Jurisdiction de l'Empereur, une autre sur la Forme de Gouvernement du Corps Germanique, et une troisième sur le Ban de l'Empire	Éléazar	Mauvillon	gnd/115627995																		
1398	243299214	Aar	fre	1698	[S.l.]		Plaidoyez de Mr. Herard pour Monsieur le Duc de Mazarin contre Madame la Duchesse de Mazarin son épouse et le factum pour Madame la Duchesse de Mazarin contre Monsieur le Duc de Mazarin son mari. Par de St. Évremont	Claude	Érard	gnd/141533307																		
1399	244118132	Acr	fre	1686	Paris		Histoire Romaine	Johannes		gnd/10282858X	Johannes	leer	gnd/118773151	Zosimus	leer	gnd/100964354	Louis	Cousin	gnd/132946718									
1400	244379696	Aar	fre	1731	Amsterdam		La vie de Pierre Mignard premier peintre du roy	Simon Philippe	Mazière de Monville	gnd/1055116443													Pierre	Mignard	gnd/11858233X			
1401	245760431	Aar	fre	1710	Cologne		Dialogue Entre Le Marechal De Turenne, Et Le Prince D'Auvergne, Dans les Champs Elysiens, Sur l'Etat des Affaires Générales de l'Europe, vers la fin de cette Année 1710.																					
1402	245786376	Aaus	fre	1728	Rotterdam		Consultation De Mrs. Les Avocats Du Parlement de Paris, au sujet du Jugement rendu à Ambrun Contre Mr. L'Eveque de Senez ; Et quelques autres Pièces touchant cette Affaire										Jacques-Charles	Aubry	gnd/131364723				Jean	Soanen	gnd/104049464			
1403	248619047	Aavs	ita	1770	Berlin		Poësies De M. L'Abbé Michelessi	Domenico	Michelessi	gnd/1011745755																		
1404	248929461	Acu	fre	1748	A Amsterdam		Histoire De Suède, Avant Et Depuis La Fondation De La Monarchie	Samuel	Pufendorf	gnd/118597051																		
1405	249214431	Acr	fre	1709	Amsterdam		Histoire du renouvellement de l'Académie R. des Sciences en 1699 et les éloges historiques de tous les Académiciens morts depuis ce renouvellement ; avec un discours preliminaire sur l'utilité des Mathematiques et de la Physique	Bernard Le Bovier	Fontenelle	gnd/118639056																		
1406	251100898	Aaus	fre	1748	Paris		Les Vies De Solon Et De Publicola	Louis Georges Oudart-Feudrix	Bréquigny	gnd/104345543							Plutarchus	leer	gnd/118595237	...	Secousse	leer						
1407	251225062	Acu	fre	1697	La Haye		Les Oeuvres De Monsieur Palaprat	Jean	Palaprat	gnd/1020288213																		
1408	1321972202	Aau	ger	2004	Dresden		10 Jahre Theaterkahn Dresden, 10 Jahre Theaterfotografie Carsten Nüssler ; Ausstellung vom 28. September bis 23. Oktober 2004,  Galerie Neuer Sächsischer Kunstverein Dresden										Carsten	Nüssler	leer									
1409	253096111	Aau	fre	1637	Paris		Les images ou tableaux de platte peinture des deux Philostrates sophistes grecs et les statues de Callistrate	Flavius	Philostratus	gnd/118594044							Blaise	Vigenère	gnd/119173883	Thomas	Artus	gnd/12033951X						
1410	253224314	Acr	fre	1740	Amsterdam		Lettres Persanes	Charles Louis de Secondat	Montesquieu	gnd/118583670																		
1411	1323456295	Afu	ita	1959	[Firenze]		Gebèl Eghèi																					
1412	1324427280	Aar	ger	1962	Basel		Leitfaden für den Geographie-Unterricht	Rudolf	Hotz								Paul	Vosseler	leer									
1413	265561671	Aar	fre	1640	Paris		Recherches Cvrievses Svr La Diversite Des Langves Et Religions, par toutes les principales parties du Monde	Edward	Brerewood	gnd/124846807							Jean	La Montagne	gnd/130435244									
1414	265742137	Acu	fre	1714	LaHaie		Les Oeuvres De Clement Marot De Cahors, Valet De Chambre Du Roy	Clément	Marot	gnd/118731122																		
1415	267002769	Aau	fre	1715	Paris		Abregé De La Vie Des Peintres ; Avec des réflexions sur leurs Ouvrages, Et un Traité du Peintre parfait; De la connoissance des Desseins; De l'utilité des Estampes	Roger	Piles	gnd/118792180																		
1416	267760051	Acr	fre	1715	Amsterdam		Zayde ; Histoire Espagnole	Jean Regnault	Segrais	gnd/118796046	Lafayette	leer	gnd/118725939															
1417	1607301148	Aau	eng	2007	Usmanpura, Ahmedabad		The dancer on the horse ; reflections on the art of Iranna GR										Ranjit	Hoskote	gnd/123690242	G. R.	Iranna	gnd/133834093						
1418	268740801	Aar	fre	1740	[S.l.]		Le Pouvoir De La Beauté ; Nouvelle toute nouvelle	Thomas	L'Affichard	gnd/172214742																		
1419	269605509	Aar	fre	1740	Paris		Histoire De Philippe, Roi De Macedoine, Pere D'Alexandre ; Pour servir de suite aux Hommes Illustres de Plutarque	Claude Matthieu	Olivier	gnd/1157702481																		
1420	277181933	Aau	fre	1698	Amsterdam		Oeuvres de Mr. Capistron	Jean G.	Campistron																			
1421	309839270	Aar	fre	1716	Amsterdam		La coterie des Anti-Faconniers, établie dans L. C. J. D. B. L. S. ; Première relation, où l'on traite de l'établissement de cette coterie	Laurent	Bordelon	gnd/100048552																		
1422	311238769	Aar	fre	1725	Rotterdam		Les Avantures de Telemaque, fils d'Ulysse	François de Salignac de La Mothe	Fénelon	gnd/118532464																		
1423	311949290	Acr	fre	1712	Paris		Traité des maladies des femmes grosses et de celles qui sont accouchées ... ; avec une description très-exacte de toutes les parties de la femme qui servent à la génération ; le tout accompagné de plusieurs figures convenables au sujet	François	Mauriceau	gnd/124564666																		
1424	462762424	Asn	cat	1951			"Sobre la Gènesi de L'Atlàntida"" de Jacint Verdaguer"	Josep Maria	Casacuberta	gnd/10410581X																		
1425	1393895999	Aar	ger	1968	[Biberach]		Conrad Felixmüller ; 2. Juni bis 27. Juni 1968										Conrad	Felixmüller	gnd/118532391									
1426	327803150	Aau	fre	1678	Paris		Thesée ; Tragedie En Mvsiqve, Ornée D'Entrées De Ballet, de Machines, & de Changements de Theatre. Representée devant Sa Majesté à Saint Germain en Laye, le jour de Janvier 1678	Jean-Baptiste	Lully	gnd/118575287	Philippe	Quinault	gnd/118787519															
1427	328079065	Aau	fre	1685	Paris		Roland, Tragedie En Mvsiqve. Representée ... Jean Baptiste de Lully	Jean-Baptiste	Lully	gnd/118575287																		
1428	1406428469	Asn		2005			Richtlinie bergbauliche Abfälle und EuGH-Rechtsprechung	Walter	Frenz	gnd/113066252																		
1429	1406428469	Asn		2005			Richtlinie bergbauliche Abfälle und EuGH-Rechtsprechung	Walter	Frenz	gnd/113066252																		
1430	361278454	Aar		1665	Paris		Oeuvres galantes de Mr. Cotin ; Tant en Vers qu`en Prose ...	Charles	Cotin	gnd/116689609																		
1431	361409125	Aar	fre	1740	Amsterdam		Le Cuisinier gascon																					
1432	366915371	Aar	fre	1581	[Genf]		L'Estat De L'Eglise Avec Le Discovrs Des Temps Depvis Les Apostres iusques au present ... Item vn traité de la religion & republique des Iuifs, depuit le retour de l'exil de Babylone, iusques au dernier saccagement de Ierusalem										Jean	Hainaut	gnd/1056149965	Jean	Crespin	gnd/119063670						
1433	1633818098	Asn	eng	1997			A Newly Discovered Work of Charles Theodore Pachelbel	H. Joseph	Butler																			
1434	1442280131	Aau	ger	1896	Wien		Beiträge zur Kenntniss der Obertriadischen Cephalopoden-Faunen des Himalaya	Edmund	Mojsisovics	gnd/117118753																		
1435	1634830032	Asn	fre	1987			Le fait et le mot	Jean-Bernard	Raimond	gnd/1089924186							Patrick	Wajsman	gnd/113272158X									
1436	163135292X	Asn	eng	1991			Banking special										Efiong	Essien	gnd/170987000	Bola	Olowo	leer						
1437	1652621792	Oan	eng	2009	Washington/D.C		Politics, policies and the dynamics of aggregate productivity in Colombia	Marcela	Eslava								Marcela	Meléndez	leer									
1438	389564044	Aaus	fre	1662	Paris		L' Histoire De Thvcydide De La Gverre Dv Peloponese; Continvée Par Xenophon	Thucydides		gnd/11862234X							Nicolas Perrot	Ablancourt	gnd/123853850	Ludwig	leer	gnd/118816829						
1439	411615858	Aaus	fre	1624	Leyden		Actes Dv Synode National, Tenu A Dordrecht, l'An MDCXIIX & XIX. ; Ensemble les Jugemens tant des Theologiens Estrangers que de ceux des Provinces Vnies des Païs Bas, sur les poincts de doctrine y debattus & controverss ; Avec des Tables & Indices des noms & des matieres generales qui y sont contenues										Richard Jean	Nerée	gnd/137122810	Maurits	Oranje-Nassau	leer						
1440	411843443	Aan		1716	La Haye		Lettres d'amour d'une religieuse portugaise ; Ecrites au Chevalier de C ... [Verf.: Marianna Alcoforada]	Marianna	Alcoforada																			
1441	416629377	Acu	fre	1728	A La Haye		La Monarchie Des Hebreux	Vicente Bacallar y Sanna	San Felipe	gnd/124698387							Antoine	La Barre de Beaumarchais	gnd/100743714									
1442	1499240473	Aau	ger	2014		gnd/4023996-2	Vergleichende Analyse des Einflusses von Mineral Trioxide Aggregate (MTA) und Kalziumhydroxid auf die Prognose von Zähnen nach direkter Pulpaüberkappung	Sarah Franziska	Hufnagel	gnd/1062919114																		
1443	1499240562	Aau	ger	1969	Ingolstadt		"Herkunft und Bedeutung des Wortes ""Forst"""	Helmut	Czoppelt																			
1444	432550577	Acu	fre	1723	Amsterdam		Ceremonies et Coutumes Religieuses des Peuples Idolatres ; Representées par des Figures dessinées de la main de Bernard Picard ; Avec une Explication Historique, & quelques Dissertations curieuses										Bernard	Picart	gnd/123379636	Jean Frédéric	Bernard	gnd/10007832X						
1445	451723562	Aaus	fre	1665	Paris		Memoires De Henry, Dernier Dvc De Mont-Morency ; Contenant tout ce qu'il y a de plus remarquable depuis sa naissance iusqu'à sa mort	Simon	Du Cros	gnd/128926740							leer	Montmorency	leer				Henri	Montmorency	gnd/137374437			
1446	472347071	Acu	fre	1665	Paris		Les Memoires De Monsievr Le Dvc De Nevers Prince De Mantove, Pair De France, Govvernevr Et Lievtenant General Povr Les Rois Charles IX. Henry III. Et Henry IV. En Diverses Provinces De Ce Royavme ; Enrichis De Plvsievrs Pieces Dv Temps	Louis de Gonzague	Nevers	gnd/124502938							Marin Le Roy	Gomberville	gnd/118718045									
1447	473573792	Aar	fre	1649	[S.l.]		Iovrnal De Monsievr Le Cardinal Dvc De Richeliev, Qu'il a fait durant le grand Orage de la Cour és Années 1630. & 1631. ; Tiré des memoires écrits de sa main ; Avec diverses autres pieces remarquables, concernant les Affaires arrivées en son temps	Armand Jean du Plessis	Richelieu	gnd/118600354																		
1448	476821444	Aar		1632	Paris		Les Oeuvres	Marc Antoine de Gérard	Saint-Amant	gnd/11864212X																		
1449	1557113262	Aan		1984	Völklingen		Morscheid - Wahlholz ; 1647 -1798	Hans-Peter	Bungert	gnd/12866665X																		
1450	487872452	Acus	fre	1734	Amsterdam		L' Alcoran Des Cordeliers ; Tant en Latin qu'en François ; C'est A Dire, Recueil Des plus notables bourdes & blasphemes de ceux qui ont osé comparer Sainct François à Iesus Christ: tiré du grand liure des Conformitez, jadis composé par frere Barthelemi de Pise, Cordelier en son viuant	Erasmus	Alberus	gnd/118501550							Conrad	Badius	gnd/102782733	Bernard	Picart	gnd/123379636	leer	leer	gnd/100965369			
1451	505880822	Aaus	fre	1672	Paris	gnd/4044660-8	L' Art Heraldique ; Contenant la maniere d'apprendre facilement le Blason ; Enrichy de Figures necessaires pour l'intelligence des Termes	Jules	Baron	gnd/1055265171													leer	Lulie	leer			
1452	1648784461	Asn	ger	2017			Von Bismarck bis Macron ; Die Beraterlegende Roland Berger lobt Deutschland, sorgt sich um den Euro - und hofft auf Frankreich. Allerdings	Carsten	Knop																			
1453	526262168	Aaus	fre	1771	Paris		L'Amitié A L'Épreuve ; Comédie En deux Actes mêlee d'Ariettes : Repésentée devant Sa Majesté à Fontainebleau, le 13 Novembre 1770, Et à Paris le 17. Janvier 1771.  Dédiée À Madame La Dauphine : Oeuvre VI	André-Ernest-Modeste	Grétry	gnd/118542079							Charles Simon	Favart	gnd/118683144	Claude Henri de Fusée	Voisenon	gnd/100795617						
1454	539359475	Aaus	fre	1769	Paris		Le Deserteur ; Drame En Trois Actes ; Dédié A ... Monseigneur Le Duc D'Orleans ... ; Representé par les Comediens Italiens ordinaires du Roi le 6 Mars 1769.	Pierre-Alexandre	Monsigny	gnd/100552641							Michel-Jean	Sedaine	gnd/118795961									
1455	558516726	Acus	fre	1682	Lyon		Entretiens Galans																					
1456	560404433	Acus	fre	1729	Amsterdam		Le Diable Boiteux	Alain René	Le Sage	gnd/118572032																		
1457	573016194	Aaus	fre	1761	Paris		On ne Savise Jamais De Tout ; Opera Bouffon En Un Acte	Pierre-Alexandre	Monsigny	gnd/100552641							Louis-Hector	Hue	gnd/130026522									
1458	578167549	Aaus	fre	1681	[S.l.]		Le Gris-De-Lin Histoire Galante, Dedièe A Madame La Dauphine	Jean	Préchac	gnd/119164191																		
1459	579565610	Aaus	fre	1758	Paris		La Bohemienne Comedie ; Comedie En Deux Actes En Vers, Meslée d'Ariettes ; Traduite De La Zingara, Intermede Italien ; Representée Pour La Premiere Fois Par les Comédiens Italiens Ordinaires Du Roi Le 28 Juillet 1755 et à la Cour devant leurs Majestés le 1er Dec. ... 1756.	Rinaldo		gnd/100001912							Charles Simon	Favart	gnd/118683144									
1460	579750604	Aaus	fre	1753	Paris		Le Devin Du Village ; Intermède Réprésenté A Fontainebleau Devant leurs Majestés les 18. et 24. Octobre 1752. Et A Paris Par l'Academie Royale de Musique le 1.er Mars 1753. ; Avec l'Ariette ajoutée par Mr. Philidor, chantée par Mr. Caillot	Jean-Jacques	Rousseau	gnd/118603426																		
1461	592026582	Aar		1673	Paris		Les Plaisirs de l'isle enchantée. Courses de bague, collation ornée de machines, comédie, meslée de danse et de musique, ballet du palais d'Alcine, feu d'artifice et autres festes galantes et magnifiques faites par le roy à Versailles, le 7 mai 1664 et continuées plusieurs autres jours	Molière		gnd/11858331X																		
